PacketCounter,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,VelInc_X,VelInc_Y,VelInc_Z,OriInc_q0,OriInc_q1,OriInc_q2,OriInc_q3,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Mat[1][1],Mat[2][1],Mat[3][1],Mat[1][2],Mat[2][2],Mat[3][2],Mat[1][3],Mat[2][3],Mat[3][3]
46660,10.144842,-7.900810,-0.367350,2.055662,-2.470516,2.642301,-0.046259,0.396106,-3.755837,-0.380615,0.514404,0.146240,0.099934,-0.080895,-0.003854,0.999822,-0.000231,0.001980,-0.018778,0.439692,-0.719830,0.137485,-0.519244,-95.457113,-38.802007,-57.129472,0.422968,-0.654547,0.626631,0.258683,-0.575537,-0.775784,0.868436,0.490230,-0.074113
46661,10.275688,-7.883682,-0.407700,1.819044,-2.180859,2.829438,-0.050779,0.400054,-3.765329,-0.401123,0.492188,0.133545,0.101240,-0.080753,-0.004260,0.999821,-0.000254,0.002000,-0.018826,0.429231,-0.721393,0.124694,-0.528964,-95.468354,-41.005987,-57.154732,0.409296,-0.634003,0.656138,0.274190,-0.600424,-0.751207,0.870228,0.487372,-0.071914
46662,10.883446,-7.752896,-0.434867,1.818385,-2.248348,3.239628,-0.075207,0.373140,-3.771806,-0.425781,0.481445,0.128662,0.107338,-0.079564,-0.004520,0.999820,-0.000376,0.001866,-0.018858,0.418693,-0.722791,0.112069,-0.538246,-95.506060,-43.175469,-57.161134,0.395463,-0.612725,0.684235,0.288716,-0.624273,-0.725897,0.871925,0.484615,-0.069973
46663,11.394942,-7.748184,-0.417211,1.762798,-2.124018,3.693290,-0.043763,0.378575,-3.775293,-0.452148,0.465332,0.127441,0.112452,-0.079615,-0.004369,0.999820,-0.000219,0.001893,-0.018875,0.407927,-0.723872,0.099076,-0.547530,-95.524407,-45.385695,-57.167791,0.380790,-0.590142,0.711851,0.303267,-0.647558,-0.699069,0.873515,0.482079,-0.067613
46664,11.531477,-7.802436,-0.484253,1.462478,-1.767279,3.927846,-0.051393,0.372712,-3.762785,-0.469482,0.427734,0.113037,0.113811,-0.080176,-0.005035,0.999821,-0.000257,0.001863,-0.018813,0.397201,-0.724693,0.086343,-0.556413,-95.549488,-47.550030,-57.172311,0.365898,-0.567160,0.737867,0.316871,-0.669552,-0.671783,0.875049,0.479613,-0.065271
46665,12.185115,-7.631074,-0.404003,1.538653,-1.760692,4.378207,-0.059500,0.363552,-3.759881,-0.503906,0.403320,0.103760,0.120380,-0.078584,-0.004237,0.999822,-0.000297,0.001818,-0.018798,0.386127,-0.725306,0.073343,-0.565205,-95.586537,-49.751952,-57.165129,0.350327,-0.542875,0.763254,0.330090,-0.691053,-0.643029,0.876534,0.477213,-0.062897
46666,12.454058,-7.839220,-0.639674,1.069100,-1.416548,4.808908,-0.091317,0.364622,-3.736155,-0.519043,0.386230,0.101807,0.123035,-0.080703,-0.006585,0.999824,-0.000457,0.001823,-0.018680,0.375054,-0.725698,0.060745,-0.573591,-95.641372,-51.900673,-57.160497,0.334606,-0.518421,0.786942,0.342090,-0.711289,-0.614038,0.878074,0.474666,-0.060655
46667,12.938243,-7.889707,-0.942163,0.648989,-1.294898,5.300509,-0.103755,0.353428,-3.704846,-0.544434,0.362549,0.093262,0.127875,-0.081280,-0.009607,0.999827,-0.000519,0.001767,-0.018523,0.363702,-0.725880,0.047998,-0.581820,-95.713162,-54.071433,-57.141673,0.318363,-0.492901,0.809749,0.353536,-0.730834,-0.583861,0.879578,0.472156,-0.058413
46668,13.363978,-8.118128,-1.197303,0.177816,-0.974868,5.837346,-0.078812,0.362036,-3.672466,-0.563965,0.326416,0.088867,0.132097,-0.083621,-0.012180,0.999830,-0.000394,0.001810,-0.018361,0.352602,-0.725733,0.035551,-0.589678,-95.765076,-56.183706,-57.132132,0.302032,-0.467445,0.830826,0.364241,-0.748816,-0.553717,0.880968,0.469862,-0.055904
46669,13.398030,-7.796610,-1.147161,0.038086,-0.715950,5.713727,-0.018161,0.354895,-3.627293,-0.583984,0.302490,0.082764,0.132516,-0.080379,-0.011700,0.999834,-0.000091,0.001774,-0.018135,0.341537,-0.725238,0.022808,-0.597380,-95.788227,-58.310258,-57.113826,0.285234,-0.441137,0.850905,0.374971,-0.765665,-0.522641,0.882065,0.468140,-0.052979
